PROMIS_Seizure_SeizureName,Ecgonine,Benzoylecgonine,N_Formylcocaine,Ecgonine_methyl_ester,Norcocaine,cis_Cinnamoylcocaine,trans_Cinnamoylcocaine,Percent_Truxilline,Trimethoxycocaine,Tropacocaine,Acetone,Acetonitrile,Benzene,Chloroform,Ethyl_acetate,Hexane,Isobutyl_acetate,Mesitylene,Methyl_acetate,MEK,MIBK,Methylene_Chloride,nPropyl_acetate,Toluene,MP_Xylene,O_Xylene,Methylisobutenylketone,Methylbenzoate,Aspirin,Benzocaine,Caffeine,Dextromorphan,Paracetamol,Phenacetin,Phenobarbitol,Theophylline,Creatine,Creatinine,Diltiazem,Hydroxyzine,Ketamine,Levamisole,Dexamisole,Lignocaine,Nicotinamide,Procaine,Quinine,Strychnine,Thebaine,Sugar_Fructose,Sugar_Glucose,Sugar_Inositol,Sugar_Lactose,Sugar_Maltose,Sugar_Mannitol,Sugar_Sorbitol,Sugar_Sucrose
PS3080497,0.05,0.11,0.02,0.02,0.01,0.07,0.18,2.5975,0.2,0.01,0,0,1.833,0,4.758,0.3031,3.8636,0.0799,0.1793,0,0,1.0697,83.9392,2.7542,0.9669,0.1243,0,0.1289,0,0,0,0,0,0,0,0,0,0,2.2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.02,0.08,0.02,0.03,0.01,0.08,0.2,2.7224,0.23,0.01,0,0,1.8686,0,4.891,0.2531,3.6292,0.0723,0.6561,0,0,1.1072,83.5272,2.7807,0.9701,0.1221,0,0.1224,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.03,0.08,0.01,0.03,0.01,0.08,0.22,2.7977,0.23,0.01,0,0,1.8704,0,4.8129,0.2731,3.6642,0.0697,0.7693,0,0,1.1065,83.5115,2.6834,0.9833,0.134,0,0.1217,0,0,0,0,0,0,0,0,0,0,2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.04,0.1,0.01,0.03,0.01,0.08,0.21,2.3809,0.24,0.01,0,0,1.8562,0,4.7908,0.2778,3.6635,0.0791,0.6813,0,0,1.0869,83.5793,2.788,0.9563,0.1301,0,0.1107,0,0,0,0,0,0,0,0,0,0,1.8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.02,0.07,0.01,0.03,0.01,0.08,0.2,2.618,0.22,0.01,0,0,1.8488,0,4.8495,0.2472,3.6354,0.0633,0.6009,0,0,1.1027,83.6452,2.8052,0.9513,0.1301,0,0.1205,0,0,0,0,0,0,0,0,0,0,2.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.05,0.12,0.02,0.03,0.01,0.09,0.23,2.7956,0.25,0.02,0,0,1.8533,0,4.8019,0.2766,3.7851,0.0733,0.4377,0,0,1.1082,83.7405,2.7127,0.9503,0.1259,0,0.1345,0,0,0,0,0,0,0,0,0,0,2.2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.04,0.1,0.03,0.03,0.01,0.1,0.25,2.8319,0.27,0.01,0,0,1.8313,0,4.7529,0.288,3.7964,0.0753,0.4607,0,0,1.0709,83.7186,2.7925,0.9645,0.124,0,0.1249,0,0,0,0,0,0,0,0,0,0,2.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.04,0.1,0.03,0.03,0.02,0.09,0.24,2.6652,0.27,0.02,0,0,1.8306,0,4.7729,0.2747,3.7834,0.0772,0.4876,0,0,1.074,83.6577,2.8439,0.9414,0.1283,0,0.1283,0,0,0,0,0,0,0,0,0,0,2.7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.05,0.11,0.03,0.03,0.02,0.09,0.23,2.9225,0.26,0.02,0,0,1.8495,0,4.8043,0.2792,3.6575,0.0729,0.3802,0,0,1.0677,83.993,2.7242,0.9278,0.1206,0,0.1232,0,0,0,0,0,0,0,0,0,0,1.4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.03,0.09,0.03,0.03,0.02,0.09,0.23,2.8002,0.26,0.02,0,0,1.9247,0,4.8198,0.2443,3.4914,0.0617,0.3261,0,0,1.1332,84.0998,2.707,0.958,0.1152,0,0.1189,0,0,0,0,0,0,0,0,0,0,2.3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081120,0.02,0.17,0.04,0.03,0.07,0,0.07,4.6612,0.1,0.17,0,0,3.0667,0,36.6862,1.2529,0.8471,0,0,6.3931,0,0,47.6362,3.6854,0.2552,0.0327,0,0.1446,0,0,0,0,0,0,0,0,0,0,0,5.1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081120,0.02,0.09,0.03,0.07,0.02,0.18,0.14,6.0374,0.1,0.19,0,0,6.2433,0,31.2196,0.5438,0.9173,0,0,13.4625,0,0,40.7483,5.6126,0.8327,0.1522,0,0.2678,0,0,0,0,0,0,0,0,0,0,0,0.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081120,0.02,0.17,0.02,0.02,0.04,0,0.04,5.0262,0.11,0.16,0,0,3.191,0,34.7641,1.0895,0.8531,0,0,6.1916,0,0,48.6547,3.6651,0.2455,0.0313,0,1.3142,0,0,0,0,0,0,0,0,0,0,0,5.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081120,0.01,0.07,0.03,0.08,0.01,0.17,0.14,6.2585,0.1,0.19,0,0,6.3179,0,30.9708,0.5493,0.9046,0,0,13.4023,0,0,41.0346,5.6366,0.8862,0.1564,0,0.1413,0,0,0,0,0,0,0,0,0,0,0,0.8818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081120,0.01,0.08,0.03,0.04,0.01,0,0.03,5.3438,0.09,0.17,0,0,5.5854,0,54.6097,0.4504,0.4912,0,0,14.3178,0,0,19.4851,4.22,0.6053,0.094,0,0.1411,0,0,0,0,0,0,0,0,0,0,0,1.9079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081120,0.02,0.12,0.04,0.03,0.02,0.01,0.03,4.4584,0.11,0.16,0,0,4.8207,0,16.7013,0.7104,0.8705,0,0,6.8836,0,0,64.7465,4.7683,0.2988,0.0432,0,0.1566,0,0,0,0,0,0,0,0,0,0,0,2.3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.06,0.09,0.01,0.03,0.01,0.07,0.18,3.4103,0.24,0.01,0,0,1.8467,0,4.8682,0.2711,3.5669,0.0665,0.3351,0,0,1.1333,83.8604,2.882,0.9766,0.126,0,0.0671,0,0,0,0,0,0,0,0,0,0,2.5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.05,0.09,0.01,0.04,0.01,0.08,0.21,3.0956,0.27,0.01,0,0,1.8863,0,4.8298,0.2734,3.6898,0.0681,0.6989,0,0,1.1317,83.4883,2.7358,1.0039,0.1351,0,0.059,0,0,0,0,0,0,0,0,0,0,2.7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.07,0.09,0.01,0.04,0.01,0.07,0.19,3.1291,0.24,0.02,0,0,1.8701,0,4.887,0.2535,3.5299,0.0702,0.3274,0,0,1.1085,83.95,2.8525,0.9635,0.1268,0,0.0605,0,0,0,0,0,0,0,0,0,0,2.6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080497,0.04,0.08,0.01,0.04,0.01,0.08,0.2,3.0962,0.27,0.02,0,0,1.8525,0,4.8091,0.2733,3.6037,0.0702,0.3013,0,0,1.1076,83.9127,2.9042,0.9764,0.128,0,0.061,0,0,0,0,0,0,0,0,0,0,2.6919,0,0,0,0,0,0,0,0,0,0,0,2.3394,0,0,0,0,0,0
PS3080703,0.11,0.37,0.01,0.16,0.36,0.06,0.04,12.1283,0.07,0.22,0,0,3.7243,0,55.4562,0.2765,1.2693,0,0.2198,20.2453,0,0,13.5956,2.5882,2.4005,0.2243,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.14,0.26,0.01,0.2,0.04,0.14,0.08,12.917,0.07,0.22,0,0,3.3708,0,56.1009,0.2397,1.1071,0,0.1266,19.9621,0,0,14.3341,2.3033,2.224,0.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.07,0.3,0.01,0.15,0.17,0.09,0.05,13.3037,0.08,0.2,0,0,3.5098,0,56.1004,0.22,1.193,0,0.1415,19.4413,0,0,14.4814,2.4414,2.2386,0.2326,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.06,0.2,0.02,0.22,0.02,0.12,0.08,12.787,0.09,0.21,0,0,3.3601,0,55.4214,0.3098,1.145,0,0.1232,20.091,0,0,14.5466,2.4216,2.3339,0.2475,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.51,0.94,0.02,0.14,0.22,2.2,1.61,2.9039,0.02,0.06,0,0,1.7254,0,27.601,0,0.4258,0,0,4.0067,0,0,55.8832,7.6672,2.2336,0.3088,0,0.1482,0,0,0,0,0,0,0,0,0,0,0,0.5223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.06,0.23,0.02,0.19,0.03,0.13,0.07,12.2946,0.09,0.2,0,0,3.499,0,54.553,0.2482,1.4827,0,0.3325,20.234,0,0,14.4505,2.5205,2.4146,0.2354,0,0.0293,0,0,0,0,0,0,0,0,0,0,0,5.8404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.07,0.2,0.02,0.27,0.11,0.04,0.02,11.9794,0.11,0.19,0,0,4.2483,0,50.9978,0.355,3.0545,0,0.5879,21.2551,0,0,13.4713,3.0033,2.721,0.2788,0,0.0272,0,0,0,0,0,0,0,0,0,0,0,10.0808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.06,0.3,0.01,0.15,0.06,0.01,0.01,12.3601,0.09,0.17,0,0,3.4117,0,52.7237,0.2371,2.721,0,0.4464,21.4163,0,0,13.4445,2.5263,2.7939,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.06,0.24,0.02,0.18,0.37,0.1,0.06,12.7855,0.09,0.19,0,0,3.8951,0,54.5124,0.2494,1.9895,0,0.2309,19.4838,0,0,14.2678,2.7556,2.3832,0.2324,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.11,0.24,0.01,0.3,0.15,0.1,0.06,12.1219,0.11,0.21,0,0,4.4952,0,47.365,0.3581,5.3983,0,1.2429,21.9112,0,0,13.1707,3.1184,2.6341,0.2633,0,0.0428,0,0,0,0,0,0,0,0,0,0,0,6.8171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3080703,0.04,0.24,0.01,0.08,0.06,0.05,0.02,11.0348,0.14,0.23,0,0,3.5111,0,56.2617,0.2024,3.2073,0,0.2693,19.6831,0,0,9.8391,2.4524,4.1968,0.3769,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082688,0.04,0.2,0,0.05,0,0.04,0.1,2.5769,0.23,0.04,0,0,1.8735,0,0.1823,0,2.4245,0,0.159,0,0,0.2779,86.0773,4.7657,0.2971,0,0,3.9427,0,0,0,0,0,25.1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082688,0.04,0.21,0,0.03,0,0.04,0.11,2.4942,0.26,0.04,0,0,1.7668,0,0,0,2.3064,0,0.119,0,0,0.2731,82.588,9.2464,0.2711,0.0229,0,3.4063,0,0,0,0,0,23.9178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082688,0.04,0.19,0,0.04,0,0.04,0.1,2.4538,0.25,0.04,0,0,1.7678,0,0,0,2.3886,0,0.3788,0,0,0.2745,83.7377,6.9498,0.2942,0.0148,0,4.1939,0,0,0,0,0,31.1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082688,0.04,0.15,0,0.04,0,0.04,0.1,2.4613,0.23,0.04,0,0,1.8717,0,0,0.12,2.3894,0,0.3515,0,0,0.2908,85.6547,4.7003,0.2697,0.0264,0,4.3254,0,0,0,0,0,39.0581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3084921,0.09,0.17,0.01,0,0.02,0.03,0.08,1.9904,0.21,0.04,0,0,2.6308,0,0.5039,0.1922,2.4972,0,0.4553,0,0,0.1881,90.1199,2.7852,0.4665,0.046,0,0.1148,0,0,0,0,0,27.9397,0,0,0,0,0,0,0,3.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3084921,0.07,0.26,0.01,0,0.01,0.04,0.09,1.7155,0.17,0.04,0,0,2.5427,0,0.754,0.1763,3.1171,0,0.3257,0,0,0.2794,89.4031,2.76,0.4679,0,0,0.174,0,0,0,0,0,32.0149,0,0,0,0,0,0,0,1.0942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3084921,0.1,0.19,0.01,0,0.02,0.04,0.09,2.3952,0.21,0.04,0,0,2.4351,0,0.565,0.1838,2.7715,0,0,0,0,0.242,90.5366,2.6755,0.4407,0.0522,0,0.0975,0,0,0,0,0,23.3261,0,0,0,0,0,0,0,2.6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3084921,0.09,0.24,0.01,0,0.01,0.05,0.12,2.4521,0.24,0.05,0,0,2.6224,0,0.5496,0.1953,2.6228,0,0,0,0,0.1877,90.4779,2.7594,0.4721,0,0,0.1128,0,0,0,0,0,22.0568,0,0,0,0,0,0,0,1.7034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.15,0.23,0.01,0.34,0.48,0.47,1.8,6.7502,0.17,0.15,0,0,0,0,91.8043,0.6927,0,0,0.493,0,0,0,0.1231,6.2916,0.4899,0.0347,0,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.15,0.22,0.01,0.33,0.47,0.46,1.7,6.1558,0.17,0.15,0,0,0,0,91.986,0.6623,0,0,0.4087,0,0,0,0.1234,6.2667,0.4849,0,0,0.0681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.16,0.23,0.01,0.38,0.49,0.45,1.82,6.3925,0.17,0.16,0,0,0,0,92.0531,0.7166,0,0,0.2654,0,0,0,0.1132,6.2733,0.4805,0.0339,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.18,0.23,0.01,0.42,0.47,0.47,1.81,6.2955,0.16,0.16,0,0,0,0,92.0646,0.696,0,0,0.2915,0,0,0,0.1191,6.2236,0.4935,0.0409,0,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.16,0.23,0.02,0.36,0.48,0.48,1.86,6.2109,0.18,0.16,0,0,0.0754,0,92.1185,0.6622,0,0,0.2057,0,0,0,0.1133,6.2504,0.48,0.0272,0,0.0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.13,0.22,0.01,0.29,0.46,0.43,1.64,6.042,0.15,0.14,0,0,0.0682,0,91.7462,0.7119,0,0,0.4529,0,0,0,0.1105,6.3379,0.4618,0.0383,0,0.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.16,0.24,0.02,0.33,0.47,0.48,1.9,6.498,0.18,0.15,0,0,0.0668,0,92.122,0.6246,0,0,0.2575,0,0,0,0.1144,6.2564,0.4668,0.0315,0,0.0601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3082077,0.16,0.25,0.02,0.36,0.48,0.49,1.79,6.1374,0.18,0.16,0,0,0,0,92.2025,0.6359,0,0,0.3128,0,0,0,0.1168,6.2033,0.4637,0,0,0.0649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3086598,0.25,1.8,0.02,0.12,0.01,0.81,0.53,0.0216,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3265,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3086598,0.18,1.92,0.05,0.14,0.02,0.91,0.69,0.018,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0292,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3086598,0.19,2.14,0.07,0.15,0.01,0.84,0.62,0.038,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9941,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3086598,0.06,0.92,0.04,0.25,0.14,1.33,0.98,1.0297,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546,0,0,0,0,0,0,0,0,0,0,0,0,2.8524,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3086598,0.29,2.05,0.02,0.16,0.01,0.7,0.5,0.0234,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0924,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3085510,0.04,1.07,0.02,0.15,0.01,1.81,1.01,0.9385,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087410,0.67,0.87,0.02,0.29,0.01,0.82,1.04,0.3509,0,0.01,81.0582,0,0,0,0,0,0,9.5116,0,0,0,0,0,1.3605,0,0,8.0697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.05,1.02,0.08,0.12,0.36,0.01,0.03,1.2479,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.05,1.16,0.08,0.14,0.37,0.01,0.03,0.4811,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.72,0.09,0.06,0.37,0.01,0.03,0.9672,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.03,0.9,0.06,0.08,0.3,0.01,0.02,0.3048,0.02,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.83,0.09,0.08,0.37,0.01,0.03,0.0418,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.83,0.08,0.08,0.35,0.01,0.03,0.047,0.03,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.05,1.14,0.09,0.14,0.4,0.01,0.03,1.026,0.04,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.93,0.07,0.09,0.33,0.01,0.02,0.8981,0.03,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.85,0.09,0.09,0.39,0.02,0.03,0.6826,0.04,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.86,0.09,0.08,0.35,0.01,0.03,0.595,0.03,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.81,0.11,0.08,0.39,0.01,0.04,0.6483,0.04,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.05,1.14,0.09,0.13,0.36,0.01,0.02,0.3763,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.8,0.11,0.08,0.4,0.02,0.04,0.5239,0.03,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087020,0.04,0.88,0.09,0.09,0.35,0.01,0.03,0.4403,0.03,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.07,0.21,0.03,0.01,0.06,0.39,0.27,7.2172,0.17,0.17,0,0,1.4788,0,0.9109,0.2181,16.5947,0.0765,0,0,0,0,70.7355,3.5618,5.9677,0.4559,0,0,0,0,0,0,0,0,0,0,0,0,8.0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.03,0.15,0.03,0.01,0.06,0.66,0.55,4.1504,0.28,0.11,0,0,1.4351,0,0.8098,0.1915,18.9298,0.1497,0,0,0,0,68.0568,4.1838,5.8166,0.4269,0,0,0,0,0,0,0,0,0,0,0,0,7.6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.07,0.22,0.03,0.06,0.12,0.49,0.33,6.135,0.21,0.19,0,0,1.506,0,0.6333,0.2538,15.3738,0.075,0,0,0,0,69.8004,3.0247,8.7457,0.5874,0,0,0,0,0,0,0,0,0,0,0,0,3.8928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.07,0.25,0.03,0.02,0.06,0.34,0.42,7.3673,0.18,0.25,0,0,1.0908,0,1.1231,0.1323,5.9675,0.1069,0,0,0,0,82.1693,2.0493,6.9104,0.4504,0,0,0,0,0,0,0,0,0,0,0,0,5.125,1.4547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.09,0.31,0.04,0.02,0.25,0.31,0.44,8.3449,0.15,0.29,0,0,1.937,0,0.9556,0.157,5.7507,0,0,0,0,0,86.8154,2.3503,1.9132,0.1207,0,0,0,0,0,0,0,0,0,0,0,0,4.7251,0.9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.06,0.15,0.03,0.02,0.2,0.55,0.35,4.5222,0.22,0.13,0,0,1.5694,0,0.8166,0.1912,13.9695,0.1404,0,0,0,0,72.2059,4.0791,6.5615,0.4665,0,0,0,0,0,0,0,0,0,0,0,0,6.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.02,0.12,0.03,0.01,0.26,0.66,0.41,3.4926,0.36,0.14,0,0,1.4261,0,0.9258,0.1389,18.0313,0.0909,0,0,0,0,72.3986,2.5338,4.1256,0.329,0,0,0,0,0,0,0,0,0,0,0,0,5.9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3081637,0.06,0.17,0.03,0.02,0.19,0.59,0.43,5.224,0.24,0.15,0,0,0.9601,0,1.0972,0.081,11.5632,0,0,0,0,0,81.2355,1.832,3.0011,0.2299,0,0,0,0,0,0,0,0,0,0,0,0,5.4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087542,0.41,0.77,0.07,0.26,0.19,0,0.04,3.6462,0.05,0.2,80.9968,0,0.3148,0,11.4526,0.5947,0.1394,0.3404,0,1.0347,0,0,0.8788,2.3028,0.4748,0.2206,0.4767,0.7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087542,0.42,0.69,0.07,0.2,0.17,0,0.04,4.1186,0.04,0.2,91.5738,0,0.1487,0,0,0.8944,0,0.4842,0,0,0,0,0,5.7181,0.0512,0,0.6946,0.4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087542,0.42,0.69,0.07,0.21,0.16,0,0.04,4.1427,0.04,0.2,95.7159,0,0.0992,0,0,0.5994,0,0.3178,0,0,0,0,0,2.2365,0.0469,0.0193,0.4985,0.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087542,0.47,0.65,0.06,0.24,0.15,0,0.04,3.6528,0.03,0.21,96.1441,0,0,0,0,0.5933,0,0.3156,0,0,0,0,0,1.9965,0.0368,0,0.49,0.4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087542,0.42,0.61,0.06,0.21,0.15,0,0.04,3.6785,0.04,0.2,94.127,0,0,0,0,0.7573,0,0.3847,0,0,0,0,0,3.6219,0.0387,0,0.5609,0.5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3087542,0.48,0.64,0.06,0.25,0.18,0,0.04,4.1973,0.04,0.22,92.0383,0,0.1653,0,0,0.8742,0,0.4937,0,0,0,0,0,5.2546,0.0488,0,0.6929,0.4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
