PROMIS_Seizure_SeizureName,Ecgonine,Benzoylecgonine,N_Formylcocaine,Ecgonine_methyl_ester,Norcocaine,cis_Cinnamoylcocaine,trans_Cinnamoylcocaine,Percent_Truxilline,Trimethoxycocaine,Tropacocaine,Acetone,Acetonitrile,Benzene,Chloroform,Ethyl_acetate,Hexane,Isobutyl_acetate,Mesitylene,Methyl_acetate,MEK,MIBK,Methylene_Chloride,nPropyl_acetate,Toluene,MP_Xylene,O_Xylene,Methylisobutenylketone,Methylbenzoate,Aspirin,Benzocaine,Caffeine,Dextromorphan,Paracetamol,Phenacetin,Phenobarbitol,Theophylline,Creatine,Creatinine,Diltiazem,Hydroxyzine,Ketamine,Levamisole,Dexamisole,Lignocaine,Nicotinamide,Procaine,Quinine,Strychnine,Thebaine,Sugar_Fructose,Sugar_Glucose,Sugar_Inositol,Sugar_Lactose,Sugar_Maltose,Sugar_Mannitol,Sugar_Sorbitol,Sugar_Sucrose
PS3098183,0.01,0.17,0.04,0.01,0.03,1.35,1.27,0.3346,0.01,0.01,99.4544,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0.1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098056,0.12,0.41,0.01,0.05,0.22,0.17,0.2,2.7914,0.05,0,0,0,2.2984,0,14.9569,0.2926,6.9654,0,0,0,0,0.2595,67.5392,4.8167,2.4008,0.2245,0,0.246,0,0,33.0894,0,0,0,0,0,0,0,1.5787,0,0,0,0,0,0,10.2899,0,0,0,0,0,0,0,0,0,0,0
PS3098056,0.11,0.36,0.01,0.05,0.2,0.16,0.19,2.777,0.04,0,0,0,2.296,0,13.9661,0.3309,6.5327,0,0.3589,0,0,0.2407,68.6221,4.8487,2.3531,0.2197,0,0.2311,0,0,37.4742,0,0,0,0,0,0,0,1.2299,0,0,0,0,0,0,9.6823,0,0,0,0,0,0,0,0,0,0,0
PS3098056,0.1,0.34,0.01,0.05,0.21,0.15,0.18,2.147,0.05,0,0,0,2.2955,0,14.503,0.3245,6.4957,0,0.3467,0,0,0.2721,68.2885,4.7945,2.2837,0.2214,0,0.1745,0,0,42.8891,0,0,0,0,0,0,0,1.7123,0,0,0,0,0,0,9.3342,0,0,0,0,0,0,0,0,0,0,0
PS3098183,0.9,1.11,0.01,0.26,0.01,1.38,1.27,0.3005,0,0.01,63.1786,0,0,0,0,0,0,25.2884,0,0,0,0,0,0.1178,0,0,11.2893,0.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098183,0.01,0.15,0.01,0.01,0.01,1.42,1.4,0.2915,0,0.01,99.4838,0,0,0,0,0,0,0,0,0,0,0,0,0.3913,0,0,0.1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3097697,0.09,0.62,0.01,0,0.16,0.89,0.69,1.96,0.03,0,0,0,5.4312,0,42.8353,1.1407,0,1.0542,0,0,0,0,0,29.2064,13.5369,4.1165,0,0.2886,0,0,0,0,0,38.2954,0,0,0,0,0,0,0,2.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3097697,0.09,0.59,0.01,0,0.18,0.39,0.34,1.8986,0.02,0,0,0,5.2939,0,42.6932,1.0654,0,1.3714,0,0,0,0,0,29.0454,15.0527,4.5873,0,0.1285,0,0,0,0,0,37.7277,0,0,0,0,0,0,0,1.7014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3097697,0.09,0.61,0.01,0,0.17,0.39,0.34,1.8338,0.02,0,0,0,5.6343,0,44.7008,0.983,0,1.0497,0,0,0,0,0,29.0289,13.92,4.2014,0,0,0,0,0,0,0,40.3869,0,0,0,0,2.391,0,0,5.8234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3097697,0.09,0.58,0.01,0,0.17,0.33,0.29,1.8408,0.02,0,0,0,5.213,0,46.105,1.1113,0,1.0387,0,0,0,0,0,28.0078,13.8616,4.1122,0,0,0,0,0,0,0,31.8653,0,0,0,0,2.0525,0,0,2.3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3101099,0.13,0.13,0.01,0.28,0.01,0.07,0.26,4.9497,0.18,0.17,0,0,2.2847,0,0.593,0.4349,3.4756,0,0,1.6911,0,0,83.9425,6.0624,1.3851,0.1124,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3101099,0.03,0.1,0.01,0.2,0.22,0.37,1.61,3.3749,0.1,0,0,0,2.3861,0,0,0.8105,0,0,0,41.4014,0,0,51.9875,2.911,0.4138,0.0896,0,0,0,0,1.4166,0,0,0,0,0,0,0,0,5.5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398,0,3.432
PS3101438,0.02,0.08,0.01,0,0.01,0.76,0.48,2.9173,0.27,0,0,0,0.4652,0,76.6974,0.8524,1.4439,0,0,3.4517,0,0.2018,7.6165,8.0402,1.115,0.1161,0,0,0,0,11.9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6169,0
PS3101286,0.03,0.09,0.02,0.04,0.01,1.16,0.72,4.702,0.37,0.12,0,0,0.458,0,76.2871,0.8799,1.427,0,0,3.5551,0,0.1909,7.7326,8.1805,1.1698,0.1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3103651,0.01,0.03,0.03,0.05,0.02,0.35,0.5,1.794,0.04,0,0,0,0.4642,0,63.7186,2.4514,6.2621,0,0,14.1837,0,0,4.034,5.8462,2.8479,0.192,0,0,0,0,2.5959,0,0,0,0,0,0,0,0,0,0,19.9265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104329,0.15,0.37,0.01,0.26,0.01,0.11,0.23,0.6644,0.27,0.05,0,0,2.1696,0,3.7455,0.3104,9.8817,0,0,0,0,0.2995,79.2271,3.4671,0.7912,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7376,3.4779,0,0,0,0,0
PS3104707,0.03,0.14,0.01,0.18,0.22,0.12,1.35,4.4783,0.15,0,0,0,1.7327,0,1.0595,0.4013,1.7237,0,0,1.4924,0,0,87.9562,3.3643,2.1138,0.1561,0,0,0,0,4.0489,0,0,0,0,0,0,0,0,7.332,0,3.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0,0.01,0.01,0.03,0,0.76,0.78,4.1926,0.11,0.08,0,0,0.0749,0,62.1263,0.3895,0.0738,0,0,3.4374,0,0,8.1347,25.6987,0.0514,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0,0.01,0.01,0.04,0.01,0.29,0.63,5.4445,0.11,0.15,0,0,0.0668,0,57.201,0.3919,0.2266,0.0213,0,3.5218,0,0,8.4271,29.8892,0.2115,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.02,0.01,0.14,0,0.15,0.11,3.8492,0.12,0.23,0,0,0.0899,0,54.7139,0.3656,0.0706,0.0149,0,3.0199,0,0,7.9899,33.6066,0.1021,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.05,0.02,0.03,0.02,0.22,0.2,8.6508,0.14,0.43,0,0,0.0803,0,54.0152,0.4344,0.0537,0,0,3.0116,0,0,8.0306,34.2189,0.1326,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.02,0.01,0.04,0,0.84,0.79,4.2981,0.14,0.08,0,0,0.074,0,61.5733,0.3722,0.1153,0,0,3.6465,0,0,7.994,26.1793,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.02,0.01,0.04,0,0.74,0.74,4.0236,0.13,0.07,0,0,0.0808,0,59.6797,0.4148,0.1367,0,0,3.8078,0,0,7.8471,27.9876,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.05,0.03,0.04,0.03,0.21,0.19,9.0023,0.15,0.52,0,0,0.0878,0,44.6736,0.4371,0.0569,0.0193,0,2.4827,0,0,8.2095,43.8594,0.1505,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.02,0.01,0.04,0,0.3,0.63,5.5685,0.11,0.16,0,0,0.079,0,55.7551,0.4339,0.1556,0.0215,0,3.1357,0,0,7.8552,32.3798,0.1513,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0.01,0.02,0.01,0.04,0.01,0.3,0.59,5.5668,0.12,0.14,0,0,0.0809,0,56.3807,0.4376,0.1367,0.0157,0,3.2392,0,0,7.7953,31.7473,0.1379,0.0288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0,0.01,0.01,0.05,0.01,0.47,1.23,3.8393,0.12,0.16,0,0,0.0984,0,53.6148,0.4386,0.0797,0,0,3.6427,0,0,7.5046,34.519,0.0846,0.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0,0.01,0.01,0.04,0.01,0.29,0.61,5.4614,0.12,0.15,0,0,0.0797,0,55.7144,0.4771,0.1715,0.015,0,2.9205,0,0,7.9655,32.4769,0.1478,0.0316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3104702,0,0.01,0.01,0.12,0.01,0.16,0.15,3.7443,0.12,0.21,0,0,0.1039,0,48.9374,0.4121,0.0607,0,0,2.5162,0,0,7.501,40.3555,0.0945,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0,0.02,0.01,0.02,0,1.77,0.92,3.8424,0.05,0.07,0,0,0.2752,0,52.1806,0.4607,0.67,0,0.3792,17.2965,0,0,27.7939,0.6709,0.2226,0.0504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2346,0,0,0,0,0,0,0,0,0,0,0,0,6.2306,0,0
PS3098390,0.03,0.07,0.02,0.43,0.01,0,0.02,3.9155,0.12,0.12,0,0,0.1149,0,72.437,0.5205,2.208,0,0,0.3813,0,0,0.9641,15.0142,8.0935,0.2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.03,0.09,0.02,0.02,0.01,0.04,0.34,5.8279,0.15,0.16,0,0,0.4684,0,43.1771,2.225,0.9845,0,0,0,0,2.3262,41.151,4.1923,5.1619,0.2567,0,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.09,0.27,0.02,0.02,0.01,0.25,0.55,5.8044,0.14,0.21,0,0,0.5269,0,56.4587,1.7517,1.064,0,0,0,0,3.5309,28.3855,4.5007,3.5372,0.205,0,0.0394,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.03,0.13,0.02,0.02,0.01,0.01,0.31,8.1478,0.15,0.19,0,0,0.7415,0,75.4642,1.817,1.2872,0,0,0,0,0,4.507,9.9246,5.9869,0.2716,0,0,0,0,0,0,0,0,0,0,0,0,6.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.39,0.4,0.01,0,0,0.01,0.31,8.1221,0.14,0.16,0,0,0.395,0,64.4709,0,3.0498,0,0,0,0,0,8.8217,7.2435,13.1192,1.0682,0,1.8319,0,0,0,0,0,0,0,0,0,0,3.2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.04,0.02,0.05,0.24,0.11,0.34,4.6405,0.16,0.07,0,0,0.3116,0,62.3378,2.9764,0.2701,0,0,25.7759,0,0,7.0723,1.0291,0.2098,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.07,0.03,0.01,0.01,0.24,0.52,5.566,0.16,0.2,0,0,0.5265,0,55.9559,1.6976,1.0434,0.0643,0,0,0,3.5585,28.7612,4.3327,3.7925,0.2257,0,0.0419,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.04,0.2,0.02,0.03,0.32,0.08,0.39,7.576,0.12,0.15,0,0,1.4538,0,72.0224,0.6334,0,0,0,1.9734,0,0,7.2413,16.4185,0.1949,0.0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.17,0.4,0.03,0.06,0.36,0.04,0.44,8.7621,0.1,0.21,0,0,1.6313,0,71.4377,0.6899,0,0.0798,0,1.7075,0,0,8.5033,15.4726,0.3541,0.1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.03,0.15,0.02,0.05,0.01,0.14,0.64,4.6427,0.09,0.11,0,0,0.5904,0,79.6466,1.3477,2.8022,0,0,0.9457,0,0,6.9792,3.5884,3.8616,0.2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.08,0.02,0.02,0.01,0.46,0.71,5.1026,0.26,0.2,0,0,0.2753,0,79.4433,1.4337,2.0197,0,0,5.5498,0,0,2.7134,1.4982,6.7546,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.08,0.02,0.02,0.01,0.3,0.42,4.5525,0.19,0.21,0,0,0.3145,0,77.0947,1.3413,2.1876,0,0,5.7437,0,0,3.2228,1.852,7.8677,0.3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.13,0.03,0.02,0.02,0.61,0.71,4.5174,0.22,0.2,0,0,0.2749,0,78.6104,1.5191,2.2142,0,0,5.4031,0,0,3.1385,1.6724,6.8475,0.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.15,0.02,0.04,0.01,0.64,1.24,4.721,0.29,0.23,0,0,0.4009,0,85.6183,1.1736,2.2036,0,0,0.9218,0,0,4.7678,2.0378,2.7175,0.1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.03,0.2,0.02,0.05,0.02,0.65,1.24,5.144,0.33,0.24,0,0,0.4457,0,84.2622,1.1497,2.4395,0,0,0.9181,0,0,5.2415,2.3749,2.9858,0.1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.12,0.02,0.04,0.02,0.65,1.21,4.8614,0.34,0.23,0,0,0.4472,0,83.3241,1.135,2.5843,0,0,0.9641,0,0,5.8441,2.5591,2.9549,0.1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.09,0.15,0.03,0.09,0.02,0.08,0.28,8.1272,0.19,0.14,0,0,4.4746,0,28.8545,1.3512,1.2471,0.2075,0.1499,2.518,0,3.8205,50.2274,5.2245,1.5252,0.3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.07,0.13,0.03,0.08,0.02,0.06,0.24,8.9916,0.17,0.14,0,0,4.3955,0,29.551,1.2292,1.1716,0.2241,0.1643,2.7635,0,3.7087,49.7459,5.1454,1.5003,0.4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.23,0.36,0.03,0.07,0.02,0.18,0.8,7.4416,0.19,0.13,0,0,4.019,0,43.6164,0.7264,1.0266,0.124,0,4.5338,0,1.8438,38.2339,4.4257,1.144,0.3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.06,0.12,0.03,0.11,0.02,1.12,0.57,3.675,0.17,0.21,0,0,0.1045,0,67.9831,0.5038,2.9876,0,0,8.4507,0,0,3.7884,11.7209,4.3161,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.04,0.14,0.04,0.04,0.07,0.18,0.45,5.9846,0.07,0.28,0,0,6.2705,0,69.5954,0.7825,1.5727,0,0,0,0,3.0096,8.6706,8.3933,1.4734,0.2321,0,0,0,0,0,0,0,0,0,0,0,0,2.7855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.07,0.06,0.03,0.02,0.12,0.65,3.9624,0.09,0.13,0,0,0.3987,0,78.0962,1.4638,1.8933,0,0,4.5677,0,0,4.6694,2.4242,6.1571,0.3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.13,0.24,0.06,0.06,0.02,0.18,0.44,5.8784,0.04,0.25,0,0,5.8326,0,70.3992,1.2588,1.218,0,0,0,0,4.906,8.1267,6.7014,1.3353,0.2219,0,0,0,0,0,0,0,0,0,0,0,0,2.1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.12,0.04,0.08,0.02,1.28,1.78,4.233,0.11,0.09,0,0,0.1385,0,66.0858,0.7653,1.8649,0,0,8.5588,0,0,4.4229,16.442,1.6575,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.19,0.3,0.04,0.43,0.02,0.06,0.05,4.0363,0.09,0.11,0,0,0.1292,0,74.4155,0.6857,2.3117,0,0,0.279,0,0,0.7388,17.6085,3.704,0.1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.05,0.13,0.05,0.1,0.02,0.45,0.45,5.0568,0.2,0.4,0,0,0.5259,0,43.6115,2.0063,1.148,0,0.5019,0.8948,0,0.3963,48.0731,2.2032,0.5691,0.0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.06,0.11,0.03,0.04,0.03,0.1,0.21,6.6711,0.12,0.07,0,0,0.0991,0,69.5456,1.1847,0.3995,0.0164,0,2.3937,0,0,0.6297,25.4988,0.2098,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0,0.05,0.02,0.01,0.01,0.08,1.26,4.393,0.16,0.07,0,0,0.1775,0,82.9767,1.2392,0.5878,0,0,1.7664,0,0,0.9327,12.1863,0.1057,0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.06,0.44,0.02,0.09,0.01,0.98,0.65,7.6907,0.07,0.28,0,0,6.0682,0,33.8978,1.3053,0.5423,0.0562,0,16.9975,0,0,31.2717,8.1243,1.4627,0.2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.06,0.02,0.09,0.01,0.25,0.86,5.3165,0.14,0.12,0,0,0.853,0,77.8292,1.2127,2.1815,0,0,2.7845,0,0,7.8052,6.0149,1.1547,0.1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.23,0.02,0.02,0.01,0.41,0.38,4.2055,0.32,0.38,0,0,0.7747,0,82.0596,1.2771,1.6529,0,0,1.3882,0,0,7.7618,4.1158,0.8344,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.24,0.02,0.04,0.14,1.03,0.54,5.5754,0.09,0.22,0,0,5.0193,0,35.3401,0.6639,0.4597,0.0522,0,17.8486,0,0,32.1845,7.0506,1.1772,0.2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.03,0.02,0.3,0.01,0,0.34,4.4189,0.25,0.19,0,0,0.1129,0,72.2965,0.6797,2.3689,0,0,0,0,0,0.4849,21.4601,2.5106,0.0863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.09,0.02,0.03,0.01,0.58,0.77,3.977,0.13,0.12,0,0,0.5138,0,84.337,0.9975,1.7481,0,0,0.8913,0,0,5.478,2.9453,2.896,0.1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.14,0.02,0.09,0.01,0.05,0.11,3.8766,0.36,0.16,0,0,0.2733,0,70.7084,2.0133,2.3702,0,0,6.6243,0,0,2.1789,1.888,13.4249,0.5187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.03,0.11,0.03,0.05,0.01,0.17,0.3,4.2582,0.22,0.13,0,0,1.924,0,62.6124,0.6208,0.9461,0.0483,0.1976,3.7265,0,0,26.2892,2.6308,0.8422,0.1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.06,0.02,0.02,0.01,0.36,0.43,5.0201,0.19,0.23,0,0,0.2945,0,74.6593,1.7145,2.1468,0,0,5.873,0,0,3.24,2.0326,9.6121,0.4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.1,0.11,0.03,0.09,0.02,0.58,0.61,3.7179,0.24,0.1,0,0,0.4847,0,59.1588,1.974,3.245,0,0,0,0,0,6.4698,28.188,0.4797,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.04,0.1,0.03,0.09,0.02,0.91,1.15,5.7976,0.22,0.07,0,0,0.6013,0,84.9107,1.6403,1.584,0,0,1.9312,0,4.2954,3.387,1.1531,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.08,0.03,0.05,0.02,0.71,0.55,5.5585,0.23,0.07,0,0,0,0,81.1681,1.9504,2.7377,0,0,1.3966,0,0,1.2306,11.5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.06,0.15,0.03,0.07,0.02,0.52,0.41,5.3982,0.19,0.38,0,0,0.556,0,44.4668,2.0398,1.0505,0,0,1.0541,0,0.4605,47.1738,2.5849,0.6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0,0.09,0.03,0.03,0.02,0.53,0.67,4.5683,0.24,0.1,0,0,0,0,81.3593,2.2973,1.2181,0,0,1.5997,0,0,1.2206,12.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.05,0.19,0.03,0.04,0.02,0.01,0.15,5.0323,0.17,0.04,0,0,0.5564,0,90.0658,1.3502,0.6712,0,0,2.6201,0,0.4095,1.4494,2.7233,0.1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.08,0.03,0.04,0.01,0.17,0.65,4.43,0.13,0.11,0,0,0.5852,0,78.5894,1.5772,2.6162,0,0,1.0548,0,0,6.8382,3.9793,4.4981,0.2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.17,0.39,0.04,0.06,0.02,0.06,0.36,8.3844,0.09,0.2,0,0,0.549,0,78.2987,1.7712,1.5145,0,0,0,0,0,4.7968,6.7597,6.068,0.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.12,0.4,0.05,0.05,0.02,0.45,1.12,3.5032,0.08,0.06,0,0,0.6781,0,82.8847,1.0329,3.9496,0,3.1652,0,0,0,5.0782,2.4692,0.649,0.0932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.01,0.07,0.05,0.02,0.01,0.01,0.07,4.8311,0.26,0.08,0,0,0.6809,0,75.4348,1.0448,1.8546,0,0,5.815,0,0,5.1351,9.063,0.8159,0.1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.07,0.05,0.15,0.02,0.11,0.55,4.5728,0.28,0.14,0,0,0.2588,0,81.0944,1.9594,1.4707,0,0,0,0,0,1.8178,0.9214,12.0356,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.02,0.09,0.05,0.05,0.19,0.16,0.31,4.4948,0.11,0.12,0,0,0.2361,0,68.6012,3.2076,5.956,0,0.2192,0,0,0,1.1367,0.9067,18.951,0.7855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS3098390,0.05,0.17,0.03,0.06,0.02,0.26,0.83,5.5999,0.25,0.19,0,0,2.1441,0,31.5304,1.4124,1.4077,0.1514,0,2.3646,0,4.2579,53.3308,2.5645,0.6852,0.1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
